id,GIS ObjectID,InfrastID,WBS,Code,Funding comment,Portfolio,Category,Subcategory,Project Name,Project Description,Project Priority,Funding Needed,address,From,To,LATITUDE,LONGITUDE,Quadrants,NE Quadrant,NW Quadrant,SE Quadrant,SW Quadrant,Quadrant Factor,Quadrant Funding Estimated,CD,CD 1,CD 2,CD 3,CD 4,CD 5,CD 6,CD 7,CD 8,CD 9,CD 10,CD 11,CD 12,CW,CD Funding Factor,CD Funding Estimated,NPU 1,NPU 2,NPU 3,NPU 4,NPU 5,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8,Neighborhood 9,Neighborhood 10,Neighborhood 11,Corridor 1,Corridor 2,Corridor 3,Secondary Corridor 1,Secondary Corridor 2,Secondary Corridor 3,Regional Employment Center,Priority and Sub Cat,Comments,Added,dropped,FIELD69,FIELD70,FIELD71,FIELD72,FIELD73
286,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Parkiraliste u Ulici Stjepana Gradica 3-11,,,"11,250 kn",Ulica Stjepana Gradica 3,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"11,250.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ISTOK,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Parkiraliste u Zemljakovoj ulici,,,"9,313 kn",Zemljakova ulica,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"9,312.50",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ISTOK,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Svetog Mateja od k.br. 38 do 71,,,"14,750 kn",Ulica Svetog Mateja,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"14,750.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ISTOK,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,2016-PROGRAM,,Javna rasvjeta,Povrat po ugovorima o financiranju,Odvojak Jakusevecke ulice,,,"121,733 kn",Jakusevecka ulica,,,45.808749,15.959763,,,,,,,,,,,,,,,,,,,,,,1,"121,732.68",Gradenje,G,,,,Gradska cetvrt NOVI ZAGREB - ISTOK,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,2016-PROGRAM,,Javna rasvjeta,Povrat po ugovorima o financiranju,Ulica Nikole Andrica,,,"370,620 kn",Ulica Nikole Andrica,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"370,619.59",Gradenje,G,,,,Gradska cetvrt NOVI ZAGREB - ISTOK,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Pjesacko biciklisticka staza Veliko Polje- Buzin,,,"900,000 kn",Buzin,,,45.749905,15.993914,,,,,,,,,,,,,,,,,,,,,,1,"900,000.00",Gradenje,G,,,,Gradska cetvrt NOVI ZAGREB - ISTOK,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Pjesacko biciklisticka staza Veliko Polje- Buzin,,,"30,000 kn",Buzin,,,45.749905,15.993914,,,,,,,,,,,,,,,,,,,,,,1,"30,000.00",Nadzor,N,,,,Gradska cetvrt NOVI ZAGREB - ISTOK,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Trnsko,,,"13,750 kn",Ulica Trnsko,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"13,750.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Cimermanova od Avenije Dubrovnik do Antallove,,,"24,000 kn",Cimermanova,,,45.749905,15.993914,,,,,,,,,,,,,,,,,,,,,,1,"24,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Prometnica uz istocnu ogradu Velesajma od Avenije Dubrovnik do Antallove,,,"24,000 kn",Avenija Dubrovnik,,,45.80866,15.976272,,,,,,,,,,,,,,,,,,,,,,1,"24,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Okolis OS Odra-Hrasce,,,"14,875 kn",Zarka Dolinara 7,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"14,875.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Trnsko od 7A do OS Trnsko,,,"14,250 kn",Ulica Trnsko,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"14,250.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Otocec,,,"14,250 kn",Ulica Otocec,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"14,250.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Zlatarova zlata,,,"13,125 kn",Ulica Zlatarova zlata,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"13,125.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,2016-PROGRAM,,Javna rasvjeta,Povrat po ugovorima o financiranju,Horvatova ulica,,,"63,818 kn",Horvatova ulica,,,45.785678,15.964291,,,,,,,,,,,,,,,,,,,,,,1,"63,818.11",Gradenje,G,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Cimermanova od Avenije Dubrovnik do Antallove,,,"300,000 kn",Cimermanova,,,45.749905,15.993914,,,,,,,,,,,,,,,,,,,,,,1,"300,000.00",Gradenje,G,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Cimermanova od Avenije Dubrovnik do Antallove,,,"10,000 kn",Cimermanova,,,45.749905,15.993914,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Prometnica uz istocnu ogradu Velesajma od Avenije Dubrovnik do Antallove,,,"400,000 kn",Avenija Dubrovnik,,,45.80866,15.976272,,,,,,,,,,,,,,,,,,,,,,1,"400,000.00",Gradenje,G,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Prometnica uz istocnu ogradu Velesajma od Avenije Dubrovnik do Antallove,,,"15,000 kn",Avenija Dubrovnik,,,45.80866,15.976272,,,,,,,,,,,,,,,,,,,,,,1,"15,000.00",Nadzor,N,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Pjesacka povrsina u Ulici Trnsko uz trznicu,,,"250,000 kn",Ulica Trnsko,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"250,000.00",Gradenje,G,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Pjesacka povrsina u Ulici Trnsko uz trznicu,,,"10,000 kn",Ulica Trnsko,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Jezdovecka od prometne petlje do k.br. 139,,,"300,000 kn",Jezdovecka,,,45.808749,15.959763,,,,,,,,,,,,,,,,,,,,,,1,"300,000.00",Gradenje,G,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Jezdovecka od prometne petlje do k.br. 139,,,"10,000 kn",Jezdovecka,,,45.808749,15.959763,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Zdihovska,,,"30,000 kn",Zdihovska,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"30,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica dr. Luje Naletilica- odvojak kod k.br. 5,,,"25,000 kn",Ulica dr. Luje Naletilica,,,45.802444,15.90133,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt NOVI ZAGREB - ZAPAD,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Krapinska ulica,,,"12,300 kn",Krapinska ulica,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"12,300.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Stambeni blok Selska-Stubicka-Bastijanova,,,"21,326 kn",Selska,,,45.811947,15.864572,,,,,,,,,,,,,,,,,,,,,,1,"21,325.80",Nadzor,N,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Krapinska ulica,,,"600,000 kn",Krapinska ulica,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"600,000.00",Gradenje,G,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Krapinska ulica,,,"20,000 kn",Krapinska ulica,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"20,000.00",Nadzor,N,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Nehajska ulica,,,"250,000 kn",Nehajska ulica,,,45.806242,15.91289,,,,,,,,,,,,,,,,,,,,,,1,"250,000.00",Gradenje,G,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Nehajska ulica,,,"10,000 kn",Nehajska ulica,,,45.806242,15.91289,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Kranjceviceva ulica,,,"600,000 kn",Kranjceviceva ulica,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"600,000.00",Gradenje,G,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Kranjceviceva ulica,,,"25,000 kn",Kranjceviceva ulica,,,45.817873,15.975996,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Nadzor,N,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
319,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Losinska - Viteziceva, djecji park",,,"25,000 kn",,Losinska,Viteziceva,45.815017,15.997478,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Park u Jablanskoj ulici,,,"250,000 kn",Jablanska ulica,,,45.814483,15.937709,,,,,,,,,,,,,,,,,,,,,,1,"250,000.00",Gradenje,G,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Park u Jablanskoj ulici,,,"10,000 kn",Jablanska ulica,,,45.814483,15.937709,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt TRESNJEVKA - SJEVER,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Park Prozorska - Kalinovica - Cire Truhelke,,,"4,350 kn",Prozorska,,,45.815011,15.981919,,,,,,,,,,,,,,,,,,,,,,1,"4,350.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Slavenskoga (Zagrebacka avenija - Ivana Matetica Ronjgova),,,"11,200 kn",Slavenskoga,,,45.815011,15.981919,,,,,,,,,,,,,,,,,,,,,,1,"11,200.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica brace Cvijica,,,"18,625 kn",Ulica brace Cvijica,,,45.811044,15.997651,,,,,,,,,,,,,,,,,,,,,,1,"18,625.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
325,,,,,2016-PROGRAM,,Javna rasvjeta,Povrat po ugovorima o financiranju,Domasinecka ulica,,,"87,458 kn",Domasinecka ulica,,,45.799049,15.940955,,,,,,,,,,,,,,,,,,,,,,1,"87,457.87",Gradenje,G,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Zagrebacka avenija,,,"50,000 kn",Zagrebacka avenija,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"50,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Zagrebacka avenija,,,"750,000 kn",Zagrebacka avenija,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"750,000.00",Gradenje,G,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Zagrebacka avenija,,,"30,000 kn",Zagrebacka avenija,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"30,000.00",Nadzor,N,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Slavenskoga (Zagrebacka avenija - Ivana Matetica Ronjgova),,,"300,000 kn",Slavenskoga,,,45.815011,15.981919,,,,,,,,,,,,,,,,,,,,,,1,"300,000.00",Gradenje,G,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Slavenskoga (Zagrebacka avenija - Ivana Matetica Ronjgova),,,"15,000 kn",Slavenskoga,,,45.815011,15.981919,,,,,,,,,,,,,,,,,,,,,,1,"15,000.00",Nadzor,N,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Aleja Matije Ljubeka, biciklisticko-rolerska staza",,,"250,000 kn",Aleja Matije Ljubeka,,,45.782195,15.92465,,,,,,,,,,,,,,,,,,,,,,1,"250,000.00",Gradenje,G,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,"Aleja Matije Ljubeka, biciklisticko-rolerska staza",,,"10,000 kn",Aleja Matije Ljubeka,,,45.782195,15.92465,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt TRESNJEVKA - JUG,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,2016-PROGRAM,,Javna rasvjeta,Povrat po ugovorima o financiranju,Odvojak Ulice Sveti Duh,,,"34,960 kn",Ulica Sveti Duh,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"34,959.77",Gradenje,G,,,,Gradska cetvrt CRNOMEREC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,2016-PROGRAM,,Javna rasvjeta,Povrat po ugovorima o financiranju,Ulica Ivana Cankara,,,"166,557 kn",Ulica Ivana Cankara,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"166,557.38",Gradenje,G,,,,Gradska cetvrt CRNOMEREC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Trg Francuske republike,,,"30,000 kn",Trg Francuske republike,,,45.814555,15.973066,,,,,,,,,,,,,,,,,,,,,,1,"30,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt CRNOMEREC,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Sveti Duh od Ilice do Kuniscaka,,,"200,000 kn",Ulica Sveti Duh,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"200,000.00",Gradenje,G,,,,Gradska cetvrt CRNOMEREC,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Sveti Duh od Ilice do Kuniscaka,,,"10,000 kn",Ulica Sveti Duh,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt CRNOMEREC,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Jelenovac,,,"150,000 kn",Ulica Jelenovac,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"150,000.00",Gradenje,G,,,,Gradska cetvrt CRNOMEREC,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Jelenovac,,,"10,000 kn",Ulica Jelenovac,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt CRNOMEREC,Zona 1,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Dvojkovicev put i igraliste uz OS Ivane Brlic Mazuranic,,,"150,000 kn",Dvojkovicev put,,,45.811046,16.160066,,,,,,,,,,,,,,,,,,,,,,1,"150,000.00",Gradenje,G,,,,Gradska cetvrt CRNOMEREC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Dvojkovicev put i igraliste uz OS Ivane Brlic Mazuranic,,,"10,000 kn",Dvojkovicev put,,,45.811046,16.160066,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt CRNOMEREC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ivanovicev odvojak,,,"16,250 kn",Ivanovicev odvojak,,,45.814483,15.937709,,,,,,,,,,,,,,,,,,,,,,1,"16,250.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt GORNJA DUBRAVA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Park prosinackih zrtava,,,"20,000 kn",Park prosinackih zrtava,,,45.814685,15.971967,,,,,,,,,,,,,,,,,,,,,,1,"20,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt GORNJA DUBRAVA,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Igraliste OS Vjenceslava Novaka,,,"25,000 kn",Vile Velebita 15a,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt GORNJA DUBRAVA,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Park u Ulici Vebera Tkalcevica 44-48,,,"25,000 kn",Ulica Vebera Tkalcevica 44,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt GORNJA DUBRAVA,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Pjesacka staza od Dugoreske ulice do OS Marije Juric Zagorke,,,"25,000 kn",Dugoreska ulica,,,45.799049,15.940955,,,,,,,,,,,,,,,,,,,,,,1,"25,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt GORNJA DUBRAVA,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Ulica Mirka Deanovica,,,"30,000 kn",Ulica Mirka Deanovica,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"30,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt GORNJA DUBRAVA,Zona 3,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Zeljeznicka cesta,,,"17,250 kn",Zeljeznicka cesta,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"17,250.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt DONJA DUBRAVA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Avenija Dubrava 236 - 238,,,"30,000 kn",Avenija Dubrava 236,,,45.80866,15.976272,,,,,,,,,,,,,,,,,,,,,,1,"30,000.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt DONJA DUBRAVA,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Zeljeznicka cesta,,,"150,000 kn",Zeljeznicka cesta,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"150,000.00",Gradenje,G,,,,Gradska cetvrt DONJA DUBRAVA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,2016-PROGRAM,,Javna rasvjeta,Nove obveze,Zeljeznicka cesta,,,"10,000 kn",Zeljeznicka cesta,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"10,000.00",Nadzor,N,,,,Gradska cetvrt DONJA DUBRAVA,Zona 4,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Pristupni put i parkiraliste za Drustveni dom Vrapce,,,"7,188 kn",Medarska 80A,,,45.791076,15.910921,,,,,,,,,,,,,,,,,,,,,,1,"7,187.50",Tehnicka dokumentacija,TD,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Park Milana Resetara - Kaljska,,,"6,875 kn",Kaljska,,,45.808749,15.959763,,,,,,,,,,,,,,,,,,,,,,1,"6,875.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Park Milana Resetara - Kaljska,,,"4,500 kn",Kaljska,,,45.808749,15.959763,,,,,,,,,,,,,,,,,,,,,,1,"4,500.00",Nadzor,N,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Ulica Vida Dosena,,,"13,625 kn",Ulica Vida Dosena,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"13,625.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,2016-PROGRAM,,Javna rasvjeta,Prenesene obveze iz prethodnog razdoblja,Nogostup u Ulici Gustava Krkleca,,,"13,875 kn",Ulica Gustava Krkleca,,,45.840573,15.990517,,,,,,,,,,,,,,,,,,,,,,1,"13,875.00",Tehnicka dokumentacija,TD,,,,Gradska cetvrt STENJEVEC,Zona 2,,,,,,,,,,,,,,,,,,,,,,,,,
